estate,total_pop,working_pop,median_income,ratio_age_65plus,ratio_age_0_14,n_roads,tot_length_km,bl_acc,typh_acc,dev_acc,n_worse_10,n_better_10,d_fire_m,t_fire_bl,t_fire_typh,d_t_fire,d_hosp_m,t_hosp_bl,t_hosp_typh,d_t_hosp,d_pol_m,lat,lon
丰和邨,3435.0,1366.0,13000.0,0.23580786026200873,0.13071324599708878,159.0,112.88261553329026,0.9390987484980917,0.9468090569724639,0.007710308474372191,5.0,20.0,803.8121693948962,1.0271279828841509,1.0187635998732618,-0.008364383010889043,1312.949750466631,1.6777146206186841,1.664052206680337,-0.013662413938347218,81.3643545667464,22.3876137,114.1929292
丰景园,2796.0,1573.0,26000.0,0.08762517882689556,0.1323319027181688,68.0,74.40363594976938,0.9759967007204078,0.9879105205500515,0.011913819829643717,2.0,11.0,334.6065276154899,0.4114028590898002,0.40644149929188333,-0.004961359797916842,2745.5136244201926,3.3756429164897703,3.3349339649403125,-0.04070895154945786,1031.2666504279778,22.3833066,113.973042
丰盛苑,5950.0,2827.0,27730.0,0.26184873949579834,0.1107563025210084,153.0,114.20948014225652,0.9438302516813558,0.952172751630479,0.008342499949123214,4.0,22.0,1426.8632987926999,1.8141354925856983,1.7982408713326925,-0.01589462125300578,1618.6397862131682,2.0579630076442603,2.0399320817884523,-0.01803092585580801,1490.5251709946444,22.3718007,114.1886788
丽城花园,18968.0,9506.0,48160.0,0.19327288064107973,0.12257486292703501,176.0,219.96017758172943,0.9695548556694548,0.9783223060823779,0.008767450412923145,0.0,26.0,772.5315350330708,0.9561479029462312,0.9475791733216653,-0.008568729624565896,1012.2206253327223,1.2528066290386113,1.241579327024961,-0.011227302013650187,935.3202960664657,22.3684913,114.108846
丽安邨,3534.0,1400.0,17170.0,0.27815506508206,0.11403508771929824,323.0,208.15672021156794,0.9175970529460977,0.93344119437151,0.015844141425411955,1.0,66.0,636.8344551228352,0.8328289020696032,0.8186925440567707,-0.014136358012832528,419.43996514579015,0.5485283072334748,0.5392176402862112,-0.009310666947263568,109.3732012833664,22.3313348,114.1587415
丽晶花园,14586.0,7557.0,31880.0,0.22624434389140272,0.10571781160016454,298.0,150.06747081595773,0.8949486680125923,0.9098250351960988,0.014876367183506486,9.0,56.0,554.2096802363914,0.7431170524679881,0.73096649416811,-0.0121505582998781,1179.832757720885,1.5819894032683683,1.5561226109368471,-0.025866792331521227,448.6405050705535,22.329983,114.2067613
丽港城,22319.0,11897.0,60000.0,0.14964828173305256,0.11093686993144854,255.0,218.79437118408543,0.9456203904706533,0.9555588970074081,0.009938506536754842,7.0,46.0,691.4681415189625,0.8774787199858992,0.8683523039986117,-0.009126415987287473,1860.9532447309884,2.361564869139199,2.3370028793315427,-0.024561989807656115,571.8399634776514,22.305951,114.2278353
丽瑶邨,7925.0,3843.0,21620.0,0.24542586750788645,0.0750788643533123,218.0,260.881811695968,0.9629282440596758,0.9752443738823873,0.012316129822711429,0.0,37.0,438.00032853033093,0.5458354737010124,0.538942247002169,-0.006893226698843402,602.5115848043192,0.7508492000577102,0.7413669036478617,-0.009482296409848434,435.41450527769064,22.3532894,114.1309127
丽翠苑,10438.0,5084.0,24860.0,0.1742671009771987,0.15568116497413298,288.0,199.67176006132124,0.9248386872228697,0.939009632839639,0.014170945616769242,1.0,57.0,235.98619835362888,0.30619765580385205,0.3015767124432852,-0.004620943360566843,693.2013965133506,0.8994451543910831,0.885871291118139,-0.013573863272944076,565.5106592675015,22.3337385,114.154938
丽都花园,3932.0,2124.0,46560.0,0.14216683621566634,0.1299593082400814,43.0,88.12165792269026,0.9983759999901375,0.993503830232759,-0.00487216975737856,0.0,0.0,403.57220583073087,0.4850744078399933,0.4874532259059514,0.0023788180659581326,4795.7740427437175,5.7642900584041605,5.79255829335272,0.0282682349485599,2068.6963605016067,22.3665134,114.0594409
丽阁邨,6200.0,2393.0,13040.0,0.3591935483870968,0.09274193548387097,304.0,211.51429724795454,0.9258968280291603,0.9400237158041639,0.014126887775003632,1.0,61.0,409.14849508296703,0.5302731138464355,0.5223040502542453,-0.007969063592190184,484.47498085200095,0.6278993073773566,0.6184630953965405,-0.009436211980816012,332.63683426115495,22.3327903,114.1571347
乐华北邨,8499.0,4047.0,22850.0,0.2823861630780092,0.06388986939639958,251.0,186.16801583557105,0.9392558955341079,0.9492951536528736,0.010039258118765845,8.0,44.0,1075.0054409144327,1.3734345828766474,1.3589098439335685,-0.01452473894307893,744.6236253040956,0.9513364298414102,0.9412755842337909,-0.010060845607619329,498.8227807699087,22.3214929,114.2202448
乐华南邨,13258.0,4932.0,12210.0,0.4101674460702972,0.05498566903001961,233.0,180.38249932825764,0.9407927105860615,0.9505628254164461,0.0097701148303845,7.0,42.0,1055.4944222353292,1.3463043372151322,1.3324666953259976,-0.013837641889134611,529.0988617362215,0.6748762261220611,0.6679396848970028,-0.006936541225058268,269.79115230670885,22.3209503,114.2225876
乐富邨,9944.0,4343.0,19640.0,0.2715205148833467,0.05148833467417538,340.0,162.36351374956448,0.89266022696081,0.9118129864060378,0.019152759445227773,4.0,70.0,538.9150019237874,0.724461539538197,0.7092441234660865,-0.015217416072110579,261.00037907381585,0.3508618905929246,0.34349198745575693,-0.007369903137167677,1017.3477855759677,22.3371531,114.1869667
乐民新村,8696.0,3733.0,15980.0,0.3602805887764489,0.07555197792088317,394.0,208.08292411967733,0.893900997779067,0.9140960207063268,0.02019502292725976,3.0,89.0,769.5754023344421,1.0331015236539391,1.010277325228639,-0.022824198425300146,1006.4943475319012,1.3511487514155285,1.3212979705403525,-0.02985078087517601,841.2659142543088,22.3160289,114.1858944
乐轩台,4425.0,2367.0,33330.0,0.23457627118644067,0.06418079096045198,76.0,63.736986932978986,0.9483827462604967,0.9554699055559799,0.007087159295483465,4.0,10.0,414.8277358304939,0.5248864817073143,0.5209931575049777,-0.0038933242023366788,798.7699084926732,1.0106930919723054,1.0031963169299936,-0.007496775042311832,727.5254327562485,22.2639857,114.2409338
乐雅苑,3179.0,1488.0,28210.0,0.2588864422774457,0.10978295061340045,249.0,186.0278970326965,0.94069539242156,0.9502755850966375,0.00958019267507743,9.0,45.0,981.3487410005722,1.251859527204905,1.2392389193929778,-0.012620607811927087,743.8000571973643,0.9488300631931323,0.9392644435309458,-0.009565619662186498,527.0107814215291,22.3228741,114.2201265
乙明邨,9424.0,4110.0,18870.0,0.3757427843803056,0.0658955857385399,156.0,114.50807251145804,0.9415447204204338,0.9496092213918166,0.008064500971382706,4.0,20.0,1524.655640731711,1.9431756444463695,1.9266733385302186,-0.016502305916150872,1085.7710616719787,1.383816663986572,1.3720646816136768,-0.01175198237289532,1128.3468174276147,22.3767753,114.1919505
