variable,coef,se,OR,p,sig,ci_95_low,ci_95_high
intersection_degree,0.06384577919604559,0.060245534290605134,1.0659279978120277,0.28925401182366794,,0.9472090428089288,1.199526656914268
dist_to_coast_m,0.03382676125118022,0.06754047610196537,1.0344053921092065,0.6164859286952278,,0.9061480534293322,1.1808164363154448
work_density,0.0930180662287904,0.08164760578641587,1.0974815624419807,0.25459362943019725,,0.9351846887613163,1.2879442899086027
education_density,-0.1658151856663579,0.08105622437978886,0.8472027949416253,0.040787757149839794,*,0.7227547070222287,0.9930790747998918
retail_density,0.5193980032815049,0.18550365532346882,1.6810153792956506,0.00511130460543022,**,1.1686051274883444,2.4181073991194557
food_drink_density,-0.2145219986423504,0.15309607841430092,0.8069270602368459,0.1611469057652435,,0.5977454333923414,1.0893120117156898
recreation_density,0.07209212647803802,0.07324682965852473,1.0747543528363617,0.32499975849100393,,0.9310226627266115,1.2406754047832378
medical_density,0.0972030207239193,0.11719246670413114,1.1020840968211758,0.406860778926195,,0.8759080020810714,1.3866631582088547
transport_density,-0.074542577461025,0.0983646154105778,0.9281679541827674,0.4485593282269782,,0.7654149119166438,1.1255277859881094
tourism_density,-0.4302344314054445,0.14151007007311633,0.650356612835956,0.0023633503083953585,**,0.4928284344016323,0.8582372572982707
finance_density,-0.09643492858107935,0.1058337955019053,0.9080689850146108,0.36219411497576637,,0.7379574087522902,1.1173941365256417
civic_density,0.062152772046133245,0.07778999694515941,1.064124900849146,0.4243011123815099,,0.9136427740302533,1.2393922841551517
log_population_density_500m,0.10389654727920324,0.07894666476878914,1.1094856696670496,0.18816240904317805,,0.9504317578672958,1.2951571125513825
median_income_500m,-0.0345165038213666,0.11931472366664568,0.966072395668678,0.7723598014274063,,0.7646222467519859,1.2205973310841218
working_pop_ratio_500m,0.5382328944992273,0.3147876219665285,1.7129771746964317,0.08729756355564706,.,0.9242701827073626,3.1747110919838133
ratio_学生_500m,0.13261327449284985,0.14332622134841128,1.141808346525511,0.3548333834995352,,0.8621671484943684,1.5121502860229166
ratio_雇员_500m,-0.5472142594806221,0.24516236160723365,0.5785592835914408,0.025611763561524566,*,0.35781739654323347,0.9354795151481607
ratio_退休人士_500m,0.8128461758812645,0.29105178094611395,2.2543150416489737,0.005225578570622422,**,1.2742842968861121,3.988071044603799
ratio_age_25_44_500m,0.3797415670722972,0.09856921565047015,1.4619067357736593,0.0001169002245903181,***,1.2050799392844378,1.7734684931934248
ratio_age_65plus_500m,-0.6556809184823055,0.2730008737542978,0.5190884852784693,0.016316680602499405,*,0.30398934393346366,0.8863891479290559
log_school_count_1000m,0.3312868064166098,0.09028084367577066,1.3927591873026435,0.00024301217059057682,***,1.166883305260326,1.6623583053004303
log_higher_ed_count_1000m,-0.043552347390525124,0.06403878242526971,0.9573824363069355,0.49644538137435,,0.8444511739333794,1.0854163717715601
log_elderly_facility_count_1000m,-0.024279170156149464,0.06396181758042672,0.9760131979642196,0.704250901414247,,0.8610141566272551,1.106371777128326
log_incident_count_500m,0.16273229726128724,0.062269978300938625,1.1767216359153325,0.008966343630937882,**,1.0415220363656919,1.3294714466752575
road_highway,-0.05145011262579835,0.05856238739089439,0.9498510343542349,0.3796441381582554,,0.8468494103665433,1.06538066440089
road_local,-0.023805759825435806,0.057407335708256874,0.9764753620830513,0.6783750803413262,,0.8725597570339831,1.0927665699325741
