bl_quintile,n,bl_mean,typh_mean,dev_mean,pct_better,pct_worse
Q1 slow,496,0.5355718780449502,0.631949808950943,0.0963779309059929,43.95161290322581,0.4032258064516129
Q2,495,0.6796248840848316,0.7403585475691536,0.060733663484322006,22.828282828282827,1.4141414141414141
Q3,496,0.883795447030982,0.8923085718325133,0.008513124801531312,8.669354838709678,6.25
Q4,495,0.999730931813697,0.9988437597195173,-0.00088717209417967,0.0,0.40404040404040403
Q5 fast,496,1.0,0.9982709512150036,-0.0017290487849963654,0.0,0.6048387096774194
