variable,coef,se,OR,p,ci_95_low,ci_95_high
const,-0.5832578274331077,0.04993656482785687,0.5580772823068445,1.6134302685988545e-31,0.506043070123611,0.6154619466499474
intersection_degree,0.07260778364049289,0.05178419520755981,1.0753087005306774,0.16087867850025028,0.9715240655172305,1.1901802976145284
dist_to_coast_m,0.06323490865074971,0.05028992069011425,1.0652770526366175,0.20860622132395046,0.9652835989448956,1.1756287997792256
work_density,0.10758967584767203,0.07511140314437052,1.1135907184606944,0.15202899020322005,0.9611462711950257,1.2902139095852356
education_density,-0.10670544950239073,0.06446083697113814,0.8987903731562685,0.09785288355487004,0.7921150045328628,1.019831880794615
retail_density,0.24415299341668723,0.15022289062192815,1.276539617707894,0.10410470622417062,0.9509594352321333,1.7135887559494432
food_drink_density,-0.25348273285056144,0.1351157936905709,0.7760931457257652,0.060649686647470405,0.5955263226957087,1.011408812487163
recreation_density,0.25440484464500834,0.06608832617620446,1.2896938242306213,0.00011837502770790467,1.133003108156114,1.4680543665635033
medical_density,0.14139074102127341,0.09669606519268106,1.151874644737987,0.14368144102248942,0.9530065076509094,1.3922414868506674
transport_density,0.2157809946474492,0.08991883804177901,1.2408306006981449,0.016407138194253875,1.0403321863300847,1.4799701478623706
tourism_density,-0.9320456883760506,0.2445641262881872,0.3937474014421581,0.00013837874523949867,0.24380382428509972,0.6359088771353911
finance_density,-0.08656708579157014,0.10144136106519808,0.917074024084178,0.3934537618373848,0.7517194071294785,1.1188014539381006
civic_density,0.08364902074102312,0.06277440567655611,1.0872472256083645,0.1826848245126783,0.9613768393235335,1.229597470254086
log_incident_count_500m,0.166815321803381,0.04914424962923034,1.181536041213034,0.0006877874019870637,1.0730366209147915,1.301006311877053
road_highway,-0.07761553724868483,0.05090930130264316,0.9253201092808376,0.12736273853370625,0.8374466089673039,1.02241419986803
road_local,-0.07874019644762233,0.04917327436386453,0.924280024488068,0.10931484614515935,0.8393564479223086,1.0177959146943225
